flight_id,flight_time,route_length,departure_city,arrival_city,model,range,fuel_l_km,fuel_tank_l,fuel_r_plan,cnt_economy,seats_economy,pay_economy,plan_economy,cnt_business,seats_business,pay_business,plan_business
136348,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,108,118,1323600.00,1446155.555555555608,12,12,439200.00,439200.000000000000
136922,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,66,85,418800.00,539363.6363636363636325,10,12,189000.00,226800.000000000000
136269,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1202800.00,1448269.387755102036,11,12,402600.00,439200.000000000000
136861,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,76,85,481200.00,538184.2105263157894710,11,12,207900.00,226800.000000000000
136270,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,100,118,1226000.00,1446680.000000000000,11,12,402600.00,439200.000000000000
136857,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136130,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,97,118,1190600.00,1448358.762886597898,10,12,366000.00,439200.000000000000
136888,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,69,85,437100.00,538456.5217391304347815,10,12,189000.00,226800.000000000000
136249,98.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,111,118,1361400.00,1447254.054054054070,12,12,439200.00,439200.000000000000
136605,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136132,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,104,118,1274800.00,1446407.692307692344,12,12,439200.00,439200.000000000000
136875,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136268,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,104,118,1273600.00,1445046.153846153828,11,12,402600.00,439200.000000000000
136620,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,70,85,443400.00,538414.2857142857142845,9,12,170100.00,226800.000000000000
136452,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1200400.00,1445379.591836734730,11,12,402600.00,439200.000000000000
136827,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136264,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,105,118,1288200.00,1447691.428571428622,11,12,402600.00,439200.000000000000
136815,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136320,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,96,118,1178400.00,1448450.000000000000,10,12,366000.00,439200.000000000000
136660,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,77,85,488100.00,538811.6883116883116850,10,12,189000.00,226800.000000000000
136403,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,117,118,1434600.00,1446861.538461538516,12,12,439200.00,439200.000000000000
136612,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,82,85,519600.00,538609.7560975609756110,12,12,226800.00,226800.000000000000
136479,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,112,118,1372400.00,1445921.428571428622,10,12,366000.00,439200.000000000000
136778,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136165,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,101,118,1238200.00,1446609.900990098962,9,12,329400.00,439200.000000000000
136807,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,60,85,379800.00,538050.0000000000000000,8,12,151200.00,226800.000000000000
136204,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,101,118,1238200.00,1446609.900990098962,6,12,219600.00,439200.000000000000
136780,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,77,85,488100.00,538811.6883116883116850,12,12,226800.00,226800.000000000000
136120,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1202800.00,1448269.387755102036,11,12,402600.00,439200.000000000000
136630,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,82,85,519600.00,538609.7560975609756110,12,12,226800.00,226800.000000000000
136439,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,106,118,1299200.00,1446279.245283018908,11,12,402600.00,439200.000000000000
136802,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,11,12,207900.00,226800.000000000000
136351,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,94,118,1152800.00,1447131.914893617074,11,12,402600.00,439200.000000000000
136953,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136266,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1200400.00,1445379.591836734730,10,12,366000.00,439200.000000000000
136844,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,461700.00,537595.8904109589041125,6,12,113400.00,226800.000000000000
136215,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,103,118,1261400.00,1445099.029126213614,11,12,402600.00,439200.000000000000
